kingdom	phylum	class	order	family	name	genus	species	author	taxonID	fossil_status
Animalia	Acanthocephala	Archiacanthocephala	Apororhynchida	Apororhynchidae	Apororhynchus paulonucleatus	Apororhynchus	paulonucleatus	Hokhlova & Cimbaluk, 1971	2499357	no
Animalia	Acanthocephala	Archiacanthocephala	Gigantorhynchida	Giganthorhynchidae	Mediorhynchus wardi	Mediorhynchus	wardi	Schmidt & Canaris, 1967	2499443	no
Animalia	Acanthocephala	Archiacanthocephala	Moniliformida	Moniliformidae	Moniliformis convolutus	Moniliformis	convolutus	Meyer, 1932	2499335	no
Animalia	Acanthocephala	Archiacanthocephala	Oligacanthorhynchida	Oligacanthorhynchidae	Pachysentis rugosus	Pachysentis	rugosus	(Machado-Filho, 1950)	2499523	no
Animalia	Acanthocephala	Eoacanthocephala	Gyracanthocephala	Quadrigyridae	Acanthogyrus bilaspurensis	Acanthogyrus	bilaspurensis	(Chowhan, Gupta & Khera, 1987)	7791695	no
Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae	Paraechinorhynchus kalriai	Paraechinorhynchus	kalriai	Bilqees & Khan, 1983	7013439	no
Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Rhadinorhynchus dujardini	Rhadinorhynchus	dujardini	Golvan, 1969	2500290	no
Animalia	Acanthocephala	Palaeacanthocephala	Heteramorphida	Pyrirhynchidae	Pyrirhynchus heterospinus	Pyrirhynchus	heterospinus	H.a.Amin, 2008	7376954	no
Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Plagiorhynchidae	Porrorchis kinsellai	Porrorchis	kinsellai	Lisitsyna, Tkach & Bush, 2012	8211667	no
Animalia	Acanthocephala	Polyacanthocephala	Polyacanthorhynchida	Polyacanthorhynchidae	Polyacanthorhynchus kenyensis	Polyacanthorhynchus	kenyensis	Schmidt & Canaris, 1967	2500208	no
Animalia	Annelida	Clitellata	Acanthobdellida	Acanthobdellidae	Acanthobdella peledina	Acanthobdella	peledina	Grube, 1851	2307565	no
Animalia	Annelida	Clitellata	Arhynchobdellida	Haemadipsidae	Diestecostoma magna	Diestecostoma	magna	Moore, 1945	2308891	no
Animalia	Annelida	Clitellata	Branchiobdellida	Branchiobdellidae	Oedipodrilus macbaini	Oedipodrilus	macbaini	(Holt, 1955)	2307494	no
Animalia	Annelida	Clitellata	Capilloventrida	Capilloventridae	Capilloventer antarcticus	Capilloventer	antarcticus	Erséus, 1993	4307620	no
Animalia	Annelida	Clitellata	Crassiclitellata	Acanthodrilidae	Diplotrema ridei	Diplotrema	ridei	Jamieson & Dyne, 1976	5815685	no
Animalia	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Allolobophora carneluttii	Allolobophora	carneluttii	Mrsic, 1990	8810516	no
Animalia	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus eugeniae	Lumbricus	eugeniae	Kinberg, 1867	8846136	no
Animalia	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Achaeta aberrans	Achaeta	aberrans	Nielsen & Christensen, 1961	7943679	no
Animalia	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Neoenchytraeus wejdowskyi	Neoenchytraeus	wejdowskyi	Eisen, 1879	8862010	no
Animalia	Annelida	Clitellata	Euhirudinea	Salifidae	Salifa perspicax	Salifa	perspicax	R.Blanchard, 1897	9189792	no
Animalia	Annelida	Clitellata	Haplotaxida	Glossoscolecidae	Andiorrhinus barrosoi	Andiorrhinus	barrosoi	Hernández-García, Bartz, Guerrero, Sousa, Rousseau & James, 2018	9831022	no
Animalia	Annelida	Clitellata	Haplotaxida	Microchaetidae	Proandricus entumeni	Proandricus	entumeni	Plisko, 1992	9431720	no
Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Aulodrilus limnobius	Aulodrilus	limnobius	Bretscher, 1899	2308596	no
Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Bathydrilus desbruyeresi	Bathydrilus	desbruyeresi	Erséus, 1983	4307757	no
Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Bathydrilus rohdei	Bathydrilus	rohdei	(Jamieson, 1977)	4812479	no
Animalia	Annelida	Clitellata	Haplotaxida	Naididae	Limnodriloides macinnesi	Limnodriloides	macinnesi	Erséus, 1990	5958491	no
Animalia	Annelida	Clitellata	Haplotaxida	Ocnerodrilidae	Ocnerodrilus occidentalis	Ocnerodrilus	occidentalis	Eisen, 1878	4410231	no
Animalia	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Saenuris batillifera	Saenuris	batillifera	Schmankdewitsch, 1873	9706899	no
Animalia	Annelida	Clitellata	Opisthopora	Megascolecidae	Amynthas shanghangensis	Amynthas	shanghangensis	Sun, Jiang, Bartlam, Qiu & Hu, 2018	10422480	no
Animalia	Annelida	Clitellata	Opisthopora	Megascolecidae	Anisogaster remora	Anisogaster	remora	Blakemore, 2000	5815609	no
Animalia	Annelida	Clitellata	Opisthopora	Megascolecidae	Megascolides australis	Megascolides	australis	McCoy, 1878	4813436	no
Animalia	Annelida	Clitellata	Opisthopora	Megascolecidae	Perionychella perionychopsis	Perionychella	perionychopsis	(Benham, 1909)	2307569	no
Animalia	Annelida	Clitellata	Rhynchobdellida	Piscicolidae	Piscicolaria reducta	Piscicolaria	reducta	Meyer, 1940	2307850	no
Animalia	Annelida	Phascolosomatidea	Aspidosiphoniformes	Aspidosiphonidae	Aspidosiphon gosnoldi	Aspidosiphon	gosnoldi	E.Cutler, 1981	2510235	no
Animalia	Annelida	Phascolosomatidea	Phascolosomatiformes	Phascolosomatidae	Apionsoma claviformis	Apionsoma	claviformis	Popkov, 1993	2510175	no
Animalia	Annelida	Polychaeta	Amphinomida	Amphinomidae	Linopherus tripunctata	Linopherus	tripunctata	(Kudenov, 1975)	2317528	no
Animalia	Annelida	Polychaeta	Echiuroidea	Thalassematidae	Anelassorhynchus chaetiferus	Anelassorhynchus	chaetiferus	DattaGupta, Menon & Johnson, 1963	2508933	no
Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Schistomeringos annulata	Schistomeringos	annulata	(Moore, 1906)	2322058	no
Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	Eunice violaceomaculata	Eunice	violaceomaculata	Ehlers, 1887	5198365	no
Animalia	Annelida	Polychaeta	Eunicida	Onuphidae	Heptaceras quinquedens	Heptaceras	quinquedens	(Day, 1951)	6453768	no
Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Oxydromus pugettensis	Oxydromus	pugettensis	(Johnson, 1901)	7189822	no
Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Ceratocephale hartmanae	Ceratocephale	hartmanae	Banse, 1977	5196528	no
Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste limnicola	Hediste	limnicola	(Johnson, 1903)	2316425	no
Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Sige belizensis	Sige	belizensis	Eibye-Jacobsen, 1992	2312160	no
Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Enipo elisabethae	Enipo	elisabethae	McIntosh, 1900	2314939	no
Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Eunoe oerstedi	Eunoe	oerstedi	Malmgren, 1865	2314982	no
Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Amblyosyllis granosa	Amblyosyllis	granosa	Ehlers, 1897	2310185	no
Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Opisthodonta spinigera	Opisthodonta	spinigera	Russell, 1987	6453789	no
Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Opisthosyllis australis	Opisthosyllis	australis	Augener, 1913	2310204	no
Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia arafurensis	Galathowenia	arafurensis	Capa, Parapar & Hutchings, 2012	9194243	no
Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Dialychone longiseta	Dialychone	longiseta	(Giangrande, 1992)	8951418	no
Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Sabella grossa	Sabella	grossa	Baird, 1865	2328601	no
Animalia	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes kroyeri	Spiophanes	kroyeri	Grube, 1860	2321061	no
Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Aphelochaeta filiformis	Aphelochaeta	filiformis	(Keferstein, 1862)	2323918	no
Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Longicarpus modestus	Longicarpus	modestus	(Quatrefages, 1866)	4810856	no
Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Terebellides pacifica	Terebellides	pacifica	Kinberg, 1866	2326282	no
Animalia	Annelida	Sipunculidea	Golfingiiformes	Golfingiidae	Golfingia muricaudata	Golfingia	muricaudata	(Southern, 1913)	2509842	no
Animalia	Annelida	Sipunculidea	Sipunculiformes	Sipunculidae	Phascolopsis gouldii	Phascolopsis	gouldii	(PourtalFs, 1851)	2509338	no
Animalia	Arthropoda	Arachnida	Amblypygi	Charinidae	Charinus desirade	Charinus	desirade	Teruel & Questel, 2015	9306531	no
Animalia	Arthropoda	Arachnida	Araneae	Agelenidae	Agelenopsis emertoni	Agelenopsis	emertoni	Chamberlin & Ivie, 1935	2139660	no
Animalia	Arthropoda	Arachnida	Araneae	Agelenidae	Draconarius yani	Draconarius	yani	Wang, Griswold & Miller, 2010	7569540	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus tuscarora	Araneus	tuscarora	Levi, 1973	2160132	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha frontata	Gasteracantha	frontata	Blackwall, 1864	2158592	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gea spinipes	Gea	spinipes	C.L.Koch, 1843	5171114	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Hypsosinga wanica	Hypsosinga	wanica	Song, Qian & Gao, 1996	2160396	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Neoscona moreli	Neoscona	moreli	(Vinson, 1863)	2158914	no
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Plebs eburnus	Plebs	eburnus	(Keyserling, 1886)	7671975	no
Animalia	Arthropoda	Arachnida	Araneae	Dysderidae	Stalita pretneri	Stalita	pretneri	Deeleman-Reinhold, 1971	2139179	no
Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Macarophaeus cultior	Macarophaeus	cultior	(Kulczyński, 1899)	7974458	no
Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Wydundra octomile	Wydundra	octomile	Platnick & Baehr, 2006	2164690	no
Animalia	Arthropoda	Arachnida	Araneae	Idiopidae	Eucyrtops eremaeus	Eucyrtops	eremaeus	Main, 1957	2164465	no
Animalia	Arthropoda	Arachnida	Araneae	Lamponidae	Pseudolampona kroombit	Pseudolampona	kroombit	Platnick, 2000	2167826	no
Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Ceratinops sylvaticus	Ceratinops	sylvaticus	(Emerton, 1913)	2138221	no
Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Diplocephaloides saganus	Diplocephaloides	saganus	(Bösenberg & Strand, 1906)	2134429	no
Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Maro lepidus	Maro	lepidus	Casemir, 1961	2137479	no
Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Porrhomma profundum	Porrhomma	profundum	M.Dahl, 1939	2135372	no
Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Walckenaeria obtusa	Walckenaeria	obtusa	Blackwall, 1836	2134773	no
Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Dingosa humphreysi	Dingosa	humphreysi	(McKay, 1985)	2145773	no
Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Lycosa auroguttata	Lycosa	auroguttata	(Keyserling, 1891)	5169160	no
Animalia	Arthropoda	Arachnida	Araneae	Oonopidae	Opopaea douglasi	Opopaea	douglasi	Baehr, 2013	8382816	no
Animalia	Arthropoda	Arachnida	Araneae	Oonopidae	Xestaspis parmata	Gamasomorpha	lutzi	(Petrunkevitch, 1929)	2140478	no
Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Calapnita saluang	Calapnita	saluang	Huber, 2011	8088295	no
Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Wugigarra undanbi	Wugigarra	undanbi	Huber, 2001	2150587	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Menemerus congoensis	Menemerus	congoensis	Lessert, 1927	2169041	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Neon pixii	Neon	pixii	Gertsch & Ivie, 1955	2171802	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phidippus cardinalis	Phidippus	cardinalis	(Hentz, 1845)	5173226	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Sidusa bifurcata	Sidusa	bifurcata	(Chickering, 1946)	8007522	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Sitticus cellulanus	Sitticus	cellulanus	Galiano, 1989	2171648	no
Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Tauala alveolatus	Tauala	alveolatus	Wanless, 1988	2176636	no
Animalia	Arthropoda	Arachnida	Araneae	Sparassidae	Heteropoda mossman	Heteropoda	mossman	Davies, 1994	5171423	no
Animalia	Arthropoda	Arachnida	Araneae	Synaphridae	Synaphris saphrynis	Synaphris	saphrynis	Lopardo, Hormiga & Melic, 2007	2141961	no
Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha gertschi	Tetragnatha	gertschi	Chickering, 1957	2151925	no
Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Ameridion moctezuma	Ameridion	moctezuma	(Levi, 1959)	2157195	no
Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Enoplognatha abrupta	Enoplognatha	abrupta	(Karsch, 1879)	2158110	no
Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Cymbacha festiva	Cymbacha	festiva	L.Koch, 1874	2166581	no
Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus cochise	Xysticus	cochise	Gertsch, 1953	2165331	no
Animalia	Arthropoda	Arachnida	Araneae	Zodariidae	Cavasteron lacertae	Cavasteron	lacertae	Baehr & Jocqué, 2000	2162761	no
Animalia	Arthropoda	Arachnida	Araneae	Zodariidae	Euasteron carnarvon	Euasteron	carnarvon	Baehr, 2003	2162629	no
Animalia	Arthropoda	Arachnida	Araneae	Zodariidae	Habronestes hamatus	Habronestes	hamatus	Baehr, 2003	2162734	no
Animalia	Arthropoda	Arachnida	Astigmata	Histiostomatidae	Histiostoma feroniarum	Histiostoma	feroniarum	(Dufour, 1839)	2181976	no
Animalia	Arthropoda	Arachnida	Holothyrida	Holothyridae	Haplothyrus expolitissimus	Haplothyrus	expolitissimus	(Berlese, 1924)	6892347	no
Animalia	Arthropoda	Arachnida	Ixodida	Ixodidae	Haemaphysalis simplex	Haemaphysalis	simplex	Neumann, 1897	2183125	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Ascidae	Asca aphidioides	Asca	aphidioides	(Linnaeus, 1758)	4548523	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Ascidae	Proctolaelaps parascolyti	Proctolaelaps	parascolyti	Costa, 1963	8644009	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Eviphididae	Iphidosoma physogastris	Iphidosoma	physogastris	Karg, 1971	4549160	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Macrochelidae	Macrocheles opacus	Macrocheles	opacus	(Koch, 1839)	5775653	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Parasitidae	Eugamasus immanis	Eugamasus	immanis	(Berlese, 1903)	6471552	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Neoseiulella eiko	Neoseiulella	eiko	Walter, 1997	2186573	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Neoseiulus barkeri	Neoseiulus	barkeri	Hughes, 1948	2187466	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Phytoseius floridanus	Phytoseius	floridanus	Muma, 1962	2187808	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Proprioseiopsis okanagensis	Proprioseiopsis	okanagensis	(Chant, 1957)	2186379	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Polyaspididae	Uroseius infirmus	Uroseius	infirmus	(Berlese, 1887)	4549734	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Rhodacaridae	Rhodacarellus silesiacus	Rhodacarellus	silesiacus	Willmann, 1936	2185111	no
Animalia	Arthropoda	Arachnida	Mesostigmata	Zerconidae	Zercon montanus	Zercon	montanus	Willmann, 1943	4548195	no
Animalia	Arthropoda	Arachnida	Opilioacarida	Opilioacaridae	Opilioacarus ojastii	Opilioacarus	ojastii	(Lehtinen, 1980)	2199113	no
Animalia	Arthropoda	Arachnida	Opiliones	Assamiidae	Sokodea caeca	Sokodea	caeca	Roewer, 1935	6910597	no
Animalia	Arthropoda	Arachnida	Opiliones	Cosmetidae	Rhaucus quinquelineatus	Rhaucus	quinquelineatus	Simon, 1879	6907071	no
Animalia	Arthropoda	Arachnida	Opiliones	Gonyleptidae	Metabalta tuberculata	Metabalta	tuberculata	Roewer, 1913	6903796	no
Animalia	Arthropoda	Arachnida	Opiliones	Ischyropsalididae	Acuclavella leonardi	Acuclavella	leonardi	Richart & Hedin, 2013	9145879	no
Animalia	Arthropoda	Arachnida	Opiliones	Megalopsalididae	Pantopsalis listeri	Pantopsalis	listeri	White, 1849	2182268	no
Animalia	Arthropoda	Arachnida	Opiliones	Phalangodidae	Bogania distincta	Bogania	distincta	Cantrell, 1980	4661572	no
Animalia	Arthropoda	Arachnida	Opiliones	Triaenonychidae	Triregia fairburni	Triregia	fairburni	(Forster, 1943)	2182120	no
Animalia	Arthropoda	Arachnida	Opiliones	Trogulidae	Trogulus cristatus	Trogulus	cristatus	Simon, 1879	6906619	no
Animalia	Arthropoda	Arachnida	Palpigradi	Prokoeneniidae	Prokoenenia californica	Prokoenenia	californica	Silvestri, 1913	2181881	no
Animalia	Arthropoda	Arachnida	Prostigmata	Eriophyidae	Acalitus cottieri	Acalitus	cottieri	(Lamb, 1952)	2128564	no
Animalia	Arthropoda	Arachnida	Prostigmata	Eriophyidae	Cecidophyes galii	Cecidophyes	galii	(Karpelles, 1884)	4543495	no
Animalia	Arthropoda	Arachnida	Prostigmata	Erythraeidae	Leptus vertex	Leptus	vertex	(Kramer, 1886)	6919564	no
Animalia	Arthropoda	Arachnida	Prostigmata	Phytoptidae	Phytoptus lateannulatus	Phytoptus	lateannulatus	Schultze, 1918	8442835	no
Animalia	Arthropoda	Arachnida	Prostigmata	Siteroptidae	Siteroptes mesembrinae	Siteroptes	mesembrinae	(Canestrini, 1881)	2128479	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tenuipalpidae	Brevipalpus sayedi	Brevipalpus	sayedi	Baker, 1949	2130903	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tetranychidae	Amphitetranychus viennensis	Amphitetranychus	viennensis	(Zacher, 1920)	2130406	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tetranychidae	Tetranychus evansi	Tetranychus	evansi	Baker & Pritchard, 1960	2130256	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tetranychidae	Tetranychus marianae	Tetranychus	marianae	McGregor, 1950	2130116	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tetranychidae	Tetranychus polys	Tetranychus	polys	Pritchard & Baker, 1955	2130171	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tetranychidae	Tetranycopsis horridus	Tetranycopsis	horridus	(Canestrini & Fanzago, 1876)	2130751	no
Animalia	Arthropoda	Arachnida	Prostigmata	Trombiculidae	Neotrombicula vulgaris	Neotrombicula	vulgaris	(Schluger, 1955)	4541093	no
Animalia	Arthropoda	Arachnida	Prostigmata	Tydeidae	Neoapolorryia kristinae	Neoapolorryia	kristinae	Momen & L.Lundqvist, 1996	4542461	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Cheliferidae	Haplochelifer philipi	Haplochelifer	philipi	(Chamberlin, 1923)	2126936	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Cheliferidae	Parachelifer persimilis	Parachelifer	persimilis	(Banks, 1909)	2126816	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Cheliferidae	Protochelifer victorianus	Protochelifer	victorianus	Beier, 1966	2126987	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Chthoniidae	Tyrannochthonius superstes	Tyrannochthonius	superstes	Mahnert, 1986	2124110	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Garypidae	Synsphyronus mimetus	Synsphyronus	mimetus	Chamberlin, 1943	2124772	no
Animalia	Arthropoda	Arachnida	Pseudoscorpiones	Parahyidae	Parahya submersa	Parahya	submersa	(Bristowe, 1931)	2125511	no
Animalia	Arthropoda	Arachnida	Ricinulei	Ricinoididae	Cryptocellus magnus	Cryptocellus	magnus	Ewing, 1929	2122400	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Alycidae	Alycus roseus	Alycus	roseus	C.L.Koch, 1842	4542843	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Autognetidae	Autogneta longilamellata	Autogneta	longilamellata	(Michael, 1885)	2197732	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Camisiidae	Camisia borealis	Camisia	borealis	(Thorell, 1871)	2192183	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Ceratozetidae	Melanozetes mollisimilis	Melanozetes	mollisimilis	Schweizer, 1956	4546633	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Cosmochthoniidae	Cosmochthonius lanatus	Cosmochthonius	lanatus	(Michael, 1885)	2192937	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Cymbaeremaeidae	Scapheremaeus magdalenae	Scapheremaeus	magdalenae	Ríos & Palacios-Vargas, 1998	2192751	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Eremobelbidae	Eremobelba geographica	Eremobelba	geographica	Berlese, 1908	2189451	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Hermanniellidae	Dicastribates heterotrichus	Dicastribates	heterotrichus	(Mahunka, 1984)	2192141	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Microzetidae	Microzetes septentrionalis	Microzetes	septentrionalis	(Kunst, 1963)	5175372	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oppiidae	Arcoppia brachyramosa	Arcoppia	brachyramosa	Hammer, 1977	2197185	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oppiidae	Medioppia globosa	Medioppia	globosa	(Mihelcic, 1956)	4545428	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oppiidae	Ramusella elliptica	Ramusella	elliptica	(Berlese, 1908)	2196900	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae	Phauloppia boletorum	Phauloppia	boletorum	(Ewing, 1913)	2190857	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Oribotritiidae	Mesotritia maerkeli	Mesotritia	maerkeli	Sheals, 1965	2188767	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Phthiracaridae	Phthiracarus falciformis	Phthiracarus	falciformis	Morell & Subías, 1991	2194706	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Proctophyllodidae	Monojoubertia hemiphylla	Monojoubertia	hemiphylla	(Megnin, 1877)	4547729	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Proctophyllodidae	Proctophyllodes ciae	Proctophyllodes	ciae	Bauer, 1939	4547777	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Scheloribatidae	Scheloribates praeincisus	Scheloribates	praeincisus	(Berlese, 1910)	2190106	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Scheloribatidae	Topobates holsaticus	Topobates	holsaticus	Weigmann, 1969	2190031	no
Animalia	Arthropoda	Arachnida	Sarcoptiformes	Suctobelbidae	Suctobelbella vera	Suctobelbella	vera	(Moritz, 1964)	2195684	no
Animalia	Arthropoda	Arachnida	Schizomida	Hubbardiidae	Apozomus yamasakii	Apozomus	yamasakii	(Cokendolpher, 1988)	2181591	no
Animalia	Arthropoda	Arachnida	Scorpiones	Buthidae	Androctonus australis	Androctonus	australis	(Linnaeus, 1758)	6894141	no
Animalia	Arthropoda	Arachnida	Scorpiones	Buthidae	Isometrus melanodactylus	Isometrus	melanodactylus	(L.Koch, 1867)	4656241	no
Animalia	Arthropoda	Arachnida	Scorpiones	Scorpionidae	Urodacus novaehollandiae	Urodacus	novaehollandiae	Peters, 1861	4656340	no
Animalia	Arthropoda	Arachnida	Scorpiones	Vaejovidae	Serradigitus wupatkiensis	Serradigitus	wupatkiensis	(Stahnke, 1940)	6893158	no
Animalia	Arthropoda	Arachnida	Solifugae	Eremobatidae	Eremochelis imperialis	Eremochelis	imperialis	(Muma, 1951)	2123527	no
Animalia	Arthropoda	Arachnida	Solifugae	Solpugidae	Zeria striata	Zeria	striata	(Kraepelin, 1914)	2122869	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Arrenuridae	Arrenurus albator	Arrenurus	albator	(O.F.Müller, 1776)	4542105	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Arrenuridae	Arrenurus fissus	Arrenurus	fissus	K.Viets	6921963	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Arrenuridae	Arrenurus stecki	Arrenurus	stecki	Koenike, 1894	4542028	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Aturidae	Kongsbergia pectinigera	Kongsbergia	pectinigera	Motas & Tanasachi, 1946	4541383	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Hygrobatidae	Atractides latipalpis	Atractides	latipalpis	(Motas & Tanasachi, 1946)	4541479	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Hygrobatidae	Atractides scutifer	Atractides	scutifer	Lundblad, 1951	6920546	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Hygrobatidae	Hygrobates longiporus	Hygrobates	longiporus	Thor, 1898	5774175	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Piona interrupta	Piona	interrupta	Marshall, 1929	2180943	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Unionicolidae	Neumania callosa	Neumania	callosa	(Koenike, 1895)	6924177	no
Animalia	Arthropoda	Arachnida	Trombidiformes	Unionicolidae	Unionicola inusitata	Unionicola	inusitata	Koenike, 1914	4541245	no
Animalia	Arthropoda	Arachnida	Uropygi	Thelyphonidae	Mastigoproctus colombianus	Mastigoproctus	colombianus	de Mello-Leitão, 1940	2127934	no
Animalia	Arthropoda	Branchiopoda	Anostraca	Thamnocephalidae	Branchinella thailandensis	Branchinella	thailandensis	Sanoamuang, Saengphan & Murugan, 2002	10004577	no
Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia elongata	Daphnia	elongata	Woltereck, 1932	8297791	no
Animalia	Arthropoda	Branchiopoda	Diplostraca	Sididae	Latonopsis brehmi	Latonopsis	brehmi	Petkovski, 1973	4667965	no
Animalia	Arthropoda	Cephalocarida	Brachypoda	Hutchinsoniellidae	Lightiella floridana	Lightiella	floridana	McLaughlin, 1976	2117198	no
Animalia	Arthropoda	Chilopoda	Craterostigmomorpha	Craterostigmidae	Craterostigmus crabilli	Craterostigmus	crabilli	Edgecombe & Giribet, 2008	9583927	no
Animalia	Arthropoda	Chilopoda	Geophilomorpha	Geophilidae	Arenophilus rotarius	Arenophilus	rotarius	(Chamberlin, 1943)	2233188	no
