kingdom	phylum	class	order	family	name	genus	species	author	taxonID	fossil_status
Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus variabilis	Trichodorus	variabilis	Roca, 1997	4555380	no
Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchoididae	Aphelenchoides asteromucronatus	Aphelenchoides	asteromucronatus	Eroshenko, 1967	4559440	no
Animalia	Nematoda	Secernentea	Ascaridida	Cucullanidae	Cucullanellus nanus	Cucullanellus	nanus	Törnquist, 1931	8791327	no
Animalia	Nematoda	Secernentea	Camallanida	Camallanidae	Procamallanus crossorhombi	Procamallanus	crossorhombi	(Zaidi & Khan, 1975)	7029900	no
Animalia	Nematoda	Secernentea	Diplogasterida	Diplogasteridae	Tylopharynx foetidus	Tylopharynx	foetidus	Goodey, 1928 (Bütschli, 1874)	10127928	no
Animalia	Nematoda	Secernentea	Oxyurida	Pharyngodonidae	Oxyuricassis coronatus	Oxyuricassis	coronatus	Rodrigues, Furtado, Melo & Santos, 2017	9487112	no
Animalia	Nematoda	Secernentea	Rhabditida	Diaphanocephalidae	Kalicephalus viperae	Kalicephalus	viperae	(Rudolphi, 1819)	4559327	no
Animalia	Nematoda	Secernentea	Rhabditida	Paratylenchidae	Paratylenchus macrodorus	Paratylenchus	macrodorus	Brzeski, 1963	5777126	no
Animalia	Nematoda	Secernentea	Rhabditida	Subuluridae	Subulura skrjabini	Subulura	skrjabini	(Semenov, 1926)	4558681	no
Animalia	Nematoda	Secernentea	Spirurida	Spiruridae	Ascarophis upeneichthys	Ascarophis	upeneichthys	Johnston & Mawson, 1945	7031158	no
Animalia	Nematoda	Secernentea	Strongylida	Pseudaliidae	Stenuroides herpestis	Stenuroides	herpestis	Gerichter, 1951	4558933	no
Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus unisexus	Rotylenchus	unisexus	Sher, 1965	4556440	no
Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Coslenchus aquaticus	Coslenchus	aquaticus	Geraert & Raski, 1989	4556010	no
Animalia	Nematomorpha	Gordioida	Gordioidea	Chordodidae	Gordionus bageli	Gordionus	bageli	Schmidt-Rhaesa & Gusich, 2010	4553915	no
Animalia	Nematomorpha	Nectonematoida	Nectonematoidea	Nectonemidae	Nectonema zealandica	Nectonema	zealandica	Poinar & Brockerhoff, 2001	2255384	no
Animalia	Nemertea	Hoplonemertea	Monostilifera	Emplectonematidae	Tortus iturupensis	Tortus	iturupensis	Korotkevich, 1977	2506927	no
Animalia	Nemertea	Hoplonemertea	Polystilifera	Balaenanemertidae	Balaenanemertes chuni	Balaenanemertes	chuni	Bürger, 1909	2506102	no
Animalia	Nemertea	Pilidiophora	Heteronemertea	Valenciniidae	Kukumia solomonensis	Kukumia	solomonensis	Gibson & Sunberg, 2002	4351377	no
Animalia	Platyhelminthes	Cestoda	Amphilinidea	Amphilinidae	Nesolecithus janickii	Nesolecithus	janickii	Poche, 1922	2505946	no
Animalia	Platyhelminthes	Cestoda	Bothriocephalidea	Bothriocephalidae	Bothriocephalus euryciensis	Bothriocephalus	euryciensis	Schaeffer & Self, 1978	7012759	no
Animalia	Platyhelminthes	Cestoda	Caryophyllidea	Lytocestidae	Lytocestoides tanganyikae	Lytocestoides	tanganyikae	Baylis, 1928	7010045	no
Animalia	Platyhelminthes	Cestoda	Cathetocephalidea	Cathetocephalidae	Cathetocephalus australis	Cathetocephalus	australis	Schmidt & Beveridge, 1990	4857963	no
Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Acoleidae	Diplophallus polymorphus	Diplophallus	polymorphus	Fuhrmann, 1900 (Rudolphi, 1819)	5233630	no
Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Hydatigera taeniaeformis	Hydatigera	taeniaeformis	Lamarck, 1816	2506022	no
Animalia	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Taenia polyacantha	Taenia	polyacantha	Leuckart, 1856	7772813	no
Animalia	Platyhelminthes	Cestoda	Diphyllidea	Echinobothriidae	Echinobothrium nagabushani	Echinobothrium	nagabushani	(Chincholikar & Shinde, 1976)	6481987	no
Animalia	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Diphyllobothrium elegans	Diphyllobothrium	elegans	Meggitt, 1924 (Krabbe, 1865)	4345021	no
Animalia	Platyhelminthes	Cestoda	Gyrocotylidea	Gyrocotylidae	Gyrocotyle rugosa	Gyrocotyle	rugosa	Diesing, 1850	2505924	no
Animalia	Platyhelminthes	Cestoda	Haplobothriidea	Haplobothriidae	Haplobothrium globuliforme	Haplobothrium	globuliforme	Cooper, 1914	7012707	no
Animalia	Platyhelminthes	Cestoda	Lecanicephalidea	Polypocephalidae	Polypocephalus budhadebae	Polypocephalus	budhadebae	Jadhav, 2007	9247696	no
Animalia	Platyhelminthes	Cestoda	Litobothriidea	Litobothriidae	Litobothrium amsichensis	Litobothrium	amsichensis	Caira & Runkle, 1993	4858209	no
Animalia	Platyhelminthes	Cestoda	Nippotaeniidea	Nippotaeniidae	Nippotaenia contorta	Nippotaenia	contorta	Hine, 1977	2506068	no
Animalia	Platyhelminthes	Cestoda	Onchoproteocephalidea	Proteocephalidae	Ophiotaenia olor	Ophiotaenia	olor	(Ingles, 1936)	7012303	no
Animalia	Platyhelminthes	Cestoda	Phyllobothriidea	Phyllobothriidae	Phyllobothrium lactuca	Phyllobothrium	lactuca	Van Beneden, 1850	2505969	no
Animalia	Platyhelminthes	Cestoda	Rhinebothriidea	Anthocephaliidae	Anthocephalum healyae	Anthocephalum	healyae	Ruhnke, Caira & Cox, 2015	8282139	no
Animalia	Platyhelminthes	Cestoda	Spathebothriidea	Acrobothriidae	Diplocotyle olrikii	Diplocotyle	olrikii	Krabbe, 1874	4345369	no
Animalia	Platyhelminthes	Cestoda	Tetrabothriidea	Tetrabothriidae	Tetrabothrius curilensis	Tetrabothrius	curilensis	Gubanov, 1955	4345129	no
Animalia	Platyhelminthes	Cestoda	Tetraphyllidea	Balanobothriidae	Yorkeria xiamenensis	Yorkeria	xiamenensis	Li & Wang, 2006	4344948	no
Animalia	Platyhelminthes	Cestoda	Trypanorhyncha	Eutetrarhynchidae	Oncomegas wageneri	Oncomegas	wageneri	Dollfus, 1929 (Linton, 1890)	6482707	no
Animalia	Platyhelminthes	Monogenea	Capsalidea	Capsalidae	Benedenia scari	Benedenia	scari	Yamaguti, 1968	7360472	no
Animalia	Platyhelminthes	Monogenea	Chimaericolidea	Chimaericolidae	Callorhynchicola multitesticulatus	Callorhynchicola	multitesticulatus	Manter, 1955	2503832	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Ancyrocephalidae	Amphithecium falcatum	Amphithecium	falcatum	Boeger & Kritsky, 1988	8769189	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Ancyrocephalidae	Characithecium costaricense	Characithecium	costaricense	Mendoza-Franco, Reina & To (Price & Bussing, 1967)	9817859	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Ancyrocephalidae	Enallothecium variabile	Enallothecium	variabile	Kritsky, Boeger & Jégu, 1998	10454717	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Ancyrocephalidae	Metahaliotrema mizellei	Metahaliotrema	mizellei	Venkatanarasaiah, 1981	5892311	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Ancyrocephalidae	Sciadicleithrum mexicanum	Sciadicleithrum	mexicanum	Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994	8780586	no
Animalia	Platyhelminthes	Monogenea	Dactylogyridea	Tetraonchidae	Tetraonchus awakurai	Tetraonchus	awakurai	Ogawa & Egusa, 1978	8162237	no
Animalia	Platyhelminthes	Monogenea	Diclybothriidea	Hexabothriidae	Erpocotyle antarctica	Erpocotyle	antarctica	(Hughes, 1928)	4860245	no
Animalia	Platyhelminthes	Monogenea	Gyrodactylidea	Gyrodactylidae	Gyrodactylus illigatus	Gyrodactylus	illigatus	Rogers, 1968	9092384	no
Animalia	Platyhelminthes	Monogenea	Mazocraeidea	Mazocraeidae	Kuhnia indica	Kuhnia	indica	Tripathi, 1959	6480763	no
Animalia	Platyhelminthes	Monogenea	Monocotylidea	Microbothriidae	Microbothrium lepidorhini	Microbothrium	lepidorhini	(Guiart, 1938)	9688327	no
Animalia	Platyhelminthes	Monogenea	Montchadskyellidea	Montchadskyellidae	Montchadskyella intestinale	Montchadskyella	intestinale	Bychowsky, Korotajeva & Nagibina, 1970	6480856	no
Animalia	Platyhelminthes	Monogenea	Polystomatidea	Polystomatidae	Polystoma uncinulatum	Polystoma	uncinulatum	Macé, 1880	7365508	no
Animalia	Platyhelminthes	Trematoda	Aspidogastrida	Aspidogastridae	Cotylogaster dinosoides	Cotylogaster	dinosoides	Hendrix & Overstreet, 1977	2505118	no
Animalia	Platyhelminthes	Trematoda	Diplostomida	Strigeidae	Dendritobilharzia pulverulenta	Dendritobilharzia	pulverulenta	Skrjabin, 1924 (Braun, 1901)	2503575	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Cryptogonimidae	Retrovarium sablae	Retrovarium	sablae	Miller & Cribb, 2007	5891296	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Dicrocoeliidae	Lutztrema monenteron	Lutztrema	monenteron	(Price & McIntosh, 1935)	2504458	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Didymozoidae	Indodidymozoon moretonense	Indodidymozoon	moretonense	Anderson & Cribb, 1994	8230880	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Echinostomatidae	Petasiger radiatus	Petasiger	radiatus	Tkach, Kudlai & Kostadinova, 2015 (Dujardin, 1845)	8287531	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Encyclometridae	Polylekithum catahoulensis	Polylekithum	catahoulensis	Curran, Tkach & Overstreet, 2006	8949864	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Gymnophallidae	Pseudogymnophallus alcae	Pseudogymnophallus	alcae	Hoberg, 1981	2503514	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Haploporidae	Saccocoelioides cichlidorum	Saccocoelioides	cichlidorum	Garcia Varela & And (Aguirre-Macedo & Scholz, 2005)	9268780	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Himasthlidae	Acanthoparyphium spinulosum	Acanthoparyphium	spinulosum	Johnston, 1917	4413934	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Lecithasteridae	Lecithaster stellatus	Lecithaster	stellatus	Looss, 1907	2504981	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Lepocreadiidae	Multitestoides chaetodoni	Multitestoides	chaetodoni	Yamaguti, 1971 (Manter, 1947)	8400839	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Microphallidae	Levinseniella yucatanensis	Levinseniella	yucatanensis	Canaris y Lei, 1989	9207996	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Opecoelidae	Macvicaria pennelli	Macvicaria	pennelli	Zdzitowiecki, 1987 (Leiper & Atkinson, 1914)	5722059	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Opisthorchiidae	Amphimerus elongatus	Amphimerus	elongatus	Gower, 1938	8784778	no
Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Zoogonidae	Panopula bridgeri	Panopula	bridgeri	Bray & Gibson, 1986	4861921	no
Animalia	Platyhelminthes	Trematoda	Stichocotylida	Stichocotylidae	Stichocotyle nephropis	Stichocotyle	nephropis	Cunningham, 1884	5233537	no
Animalia	Porifera	Calcarea	Baerida	Petrobionidae	Petrobiona massiliana	Petrobiona	massiliana	Vacelet & Lévi, 1958	2237072	no
Animalia	Porifera	Calcarea	Clathrinida	Leucascidae	Ascaltis depressa	Ascaltis	depressa	(Dendy, 1891)	7419371	no
Animalia	Porifera	Calcarea	Leucosolenida	Sycettidae	Sycon satsumense	Sycon	satsumense	Hôzawa, 1929	2237851	no
Animalia	Porifera	Calcarea	Lithonida	Minchinellidae	Plectroninia lepidophora	Plectroninia	lepidophora	Vacelet, 1981	2237056	no
Animalia	Porifera	Calcarea	Murrayonida	Paramurrayonidae	Paramurrayona corticata	Paramurrayona	corticata	Vacelet, 1967	2237074	no
Animalia	Porifera	Demospongiae	Axinellida	Raspailiidae	Aulospongus samariensis	Aulospongus	samariensis	Hooper, Lehnert & Zea, 1999	2244025	no
Animalia	Porifera	Demospongiae	Biemnida	Biemnidae	Biemna rufescens	Biemna	rufescens	Bergquist & Fromont, 1988	2243052	no
Animalia	Porifera	Demospongiae	Bubarida	Dictyonellidae	Acanthella insignis	Acanthella	insignis	Thiele, 1898	5183014	no
Animalia	Porifera	Demospongiae	Chondrillida	Chondrillidae	Chondrilla verrucosa	Chondrilla	verrucosa	Desqueyroux-Faúndez & van Soest, 1997	5182786	no
Animalia	Porifera	Demospongiae	Chondrosiida	Chondrosiidae	Chondrosia tenochca	Chondrosia	tenochca	Carballo, Gomez, Cruz-Barraza & Flores-Sanchez	2248819	no
Animalia	Porifera	Demospongiae	Clionaida	Clionaidae	Cliona arenosa	Cliona	arenosa	(Schmidt, 1870)	5183647	no
Animalia	Porifera	Demospongiae	Dendroceratida	Darwinellidae	Dendrilla cruor	Dendrilla	cruor	(Carter, 1886)	2248692	no
Animalia	Porifera	Demospongiae	Desmacellida	Desmacellidae	Desmacella suberea	Desmacella	suberea	(Schmidt, 1870)	2242965	no
Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Haliclona cymaeformis	Haliclona	cymaeformis	(Esper, 1806)	5182430	no
Animalia	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon anomala	Amphimedon	anomala	(Sarà, 1978)	7654005	no
Animalia	Porifera	Demospongiae	Merliida	Hamacanthidae	Hamacantha mindanaensis	Hamacantha	mindanaensis	Wilson, 1925	2244468	no
Animalia	Porifera	Demospongiae	Poecilosclerida	Acarnidae	Iophon tubiforme	Iophon	tubiforme	Desqueyroux-Faúndez & van Soest, 1996	5181431	no
Animalia	Porifera	Demospongiae	Poecilosclerida	Acarnidae	Paracornulum fistulosum	Paracornulum	fistulosum	Sutcliffe, Hooper & Pitcher, 2010	5963688	no
Animalia	Porifera	Demospongiae	Poecilosclerida	Iotrochotidae	Amphiastrella kirkpatricki	Amphiastrella	kirkpatricki	Dendy, 1924	2242611	no
Animalia	Porifera	Demospongiae	Poecilosclerida	Tedaniidae	Tedania turbinata	Tedania	turbinata	(Dendy, 1924)	2243392	no
Animalia	Porifera	Demospongiae	Polymastiida	Polymastiidae	Proteleia sollasi	Proteleia	sollasi	Dendy & Ridley, 1886	2251523	no
Animalia	Porifera	Demospongiae	Scopalinida	Scopalinidae	Stylissa massa	Stylissa	massa	(Carter, 1887)	2249263	no
Animalia	Porifera	Demospongiae	Spongillida	Spongillidae	Trochospongilla repens	Trochospongilla	repens	(Hinde, 1888)	5963356	no
Animalia	Porifera	Demospongiae	Suberitida	Halichondriidae	Topsentia plurisclera	Topsentia	plurisclera	Pulitzer-Finali, 1996	5722564	no
Animalia	Porifera	Demospongiae	Tethyida	Tethyidae	Tethya irregularis	Tethya	irregularis	Sarà & Bavestrello, 1998	5183361	no
Animalia	Porifera	Demospongiae	Tetractinellida	Ancorinidae	Tethyopsis brondstedi	Tethyopsis	brondstedi	(Burton, 1929)	5182617	no
Animalia	Porifera	Demospongiae	Tetractinellida	Thoosidae	Thoosa cactoides	Thoosa	cactoides	Hancock, 1849	5183614	no
Animalia	Porifera	Demospongiae	Trachycladida	Trachycladidae	Trachycladus cervicornis	Trachycladus	cervicornis	Burton, 1959	2250958	no
Animalia	Porifera	Demospongiae	Verongiida	Aplysinidae	Aplysina pergamentacea	Aplysina	pergamentacea	Hechtel, 1983	2239327	no
Animalia	Porifera	Hexactinellida	Amphidiscosida	Hyalonematidae	Hyalonema uncinata	Hyalonema	uncinata	Tabachnick & Lévi, 2000	5180286	no
Animalia	Porifera	Hexactinellida	Lyssacinosida	Rossellidae	Crateromorpha obi	Crateromorpha	obi	Menshenina, Tabachnick & Janussen, 2007	5180232	no
Animalia	Porifera	Homoscleromorpha	Homosclerophorida	Plakinidae	Aspiculophora madinina	Aspiculophora	madinina	Ruiz, Muricy, Lage, Domingos, Chenesseau & Pérez	9413932	no
Animalia	Priapulida	NA	Halicryptomorpha	Halicryptidae	Halicryptus higginsi	Halicryptus	higginsi	Shirley & Storch, 1999	2501346	no
Animalia	Priapulida	NA	Meiopriapulomorpha	Meiopriapulidae	Meiopriapulus fijiensis	Meiopriapulus	fijiensis	Morse, 1981	2501358	no
Animalia	Priapulida	NA	Priapulomorpha	Tubiluchidae	Tubiluchus australensis	Tubiluchus	australensis	Land, 1985	9813400	no
Animalia	Priapulida	NA	Seticoronaria	Chaetostephanidae	Maccabeus cirratus	Maccabeus	cirratus	(Malakhov, 1979)	2501361	no
Animalia	Rotifera	Eurotatoria	Bdelloidea	Philodinidae	Embata laticeps	Embata	laticeps	(Murray, 1905)	1000937	no
Animalia	Rotifera	Eurotatoria	Collothecacea	Atrochidae	Acyclus trilobus	Acyclus	trilobus	(Lucks, 1911)	1000780	no
Animalia	Rotifera	Eurotatoria	Flosculariaceae	Testudinellidae	Testudinella discoidea	Testudinella	discoidea	Ahlstrom, 1938	4983852	no
Animalia	Rotifera	Eurotatoria	Ploima	Euchlanidae	Euchlanis meneta	Euchlanis	meneta	Myers, 1930	1002519	no
Animalia	Rotifera	Eurotatoria	Ploima	Lepadellidae	Lepadella triptera	Lepadella	triptera	(Ehrenberg, 1832)	1001461	no
Animalia	Rotifera	Eurotatoria	Ploima	Notommatidae	Cephalodella misgurnus	Cephalodella	misgurnus	Wulfert, 1937	1003487	no
Animalia	Rotifera	Pararotatoria	Seisonacea	Seisonidae	Seison nebaliae	Seison	nebaliae	Grube, 1859	1003557	no
Animalia	Tardigrada	Eutardigrada	Apochela	Milnesiidae	Milnesium kogui	Milnesium	kogui	Londoño, Daza, Caicedo, Quiroga & Kaczmarek, 2015	9405074	no
Animalia	Tardigrada	Eutardigrada	Parachela	Hypsibiidae	Isohypsibius damxungensis	Isohypsibius	damxungensis	Yang, 2007	9379033	no
Animalia	Tardigrada	Heterotardigrada	Arthrotardigrada	Halechiniscidae	Actinarctus doryphorus	Actinarctus	doryphorus	Schulz, 1935	2253344	no
Animalia	Tardigrada	Heterotardigrada	Echiniscoidea	Echiniscidae	Echiniscus mediantus	Echiniscus	mediantus	Marcus, 1930	2253108	no
Animalia	Tardigrada	Mesotardigrada	Thermozodia	Thermozodiidae	Thermozodium esakii	Thermozodium	esakii	Rahm, 1937	2253471	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Clavogaster virescens	Clavogaster	virescens	J.A.Cooper, 2015 (Massee)	7515484	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Cyathus gracilis	Cyathus	gracilis	H.J.Brodie	5454259	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita asteropus	Amanita	asteropus	Sabo ex Romagn.	5452328	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita clelandii	Amanita	clelandii	E.-J.Gilbert	5451740	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita fritillaria	Amanita	fritillaria	Sacc. (Berk.)	5451711	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita lavendula	Amanita	lavendula	Tulloss, K.W.Hughes, Rodrig.Cayc. & Kudzma, 2015 (Coker)	9655343	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita pagetodes	Amanita	pagetodes	D.A.Reid	5452607	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe lateritia	Conocybe	lateritia	Kühner (Fr.)	2529840	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma decolorans	Entoloma	decolorans	E.Horak	2539397	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus roseodiscoideus	Hygrophorus	roseodiscoideus	Bon & Chevassut	3345028	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma spoliatum	Hebeloma	spoliatum	Gillet (Fr.)	9578337	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Crepidotus carpaticus	Crepidotus	carpaticus	Pilát	7575870	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe obtusiuscula	Inocybe	obtusiuscula	Kühner	3331789	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Simocybe centunculus	Simocybe	centunculus	P.Karst., 1879 (Fr.)	3329934	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Rugosomyces chrysenteron	Rugosomyces	chrysenteron	Bon, 1991 (Bull.)	9123812	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena subglobispora	Hemimycena	subglobispora	Aronsen	2527533	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus chrysophlebius	Pluteus	chrysophlebius	Sacc. (Berk. & M.A.Curtis)	5241370	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota vialis	Pholiota	vialis	A.H.Sm. & Hesler (Murrill)	3344060	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Leucopaxillus cutefractus	Leucopaxillus	cutefractus	Noordel.	3327601	no
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Tubaria crenulata	Tubaria	crenulata	Murrill (Batsch)	5452858	no
Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloxenasma rallum	Amyloxenasma	rallum	Hjortstam & Ryvarden (H.S.Jacks.)	2525293	no
Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Cora garagoa	Cora	garagoa	Simijaca, Moncada & Lücking, 2016	9669090	no
Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Exidia umbrinella	Exidia	umbrinella	Bres.	3314463	no
Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletellus sinapipes	Boletellus	sinapipes	N.A.Fechner, K.Syme, R.Rob. & Halling, 2015	7401698	no
Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Chalciporus rubritubifer	Chalciporus	rubritubifer	Singer (Kauffman)	3356283	no
Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon salebrosus	Rhizopogon	salebrosus	A.H.Sm.	3356472	no
Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma radicans	Scleroderma	radicans	Lloyd	5460834	no
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia floccosa	Rhizoctonia	floccosa	Burgeff	2555083	no
Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele cymbiformis	Dendrothele	cymbiformis	Nakasone & Burds., 2011	7702452	no
Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum drummondii	Geastrum	drummondii	Berk.	2554350	no
Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Hispidaedalea imponens	Hispidaedalea	imponens	Y.C.Dai & S.H.He, 2014 (Ces.)	8211985	no
Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria ambigua	Ramaria	ambigua	R.H.Petersen	5238569	no
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella praetermissa	Peniophorella	praetermissa	K.H.Larss. (P.Karst.)	2523664	no
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon papillosus	Xylodon	papillosus	Riebesehl, Yurchenko & Langer, 2017 (Fr.)	9744277	no
Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Phallogastraceae	Protubera hautuensis	Protubera	hautuensis	Castellano & Beever	2525917	no
Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae	Jaapia argillacea	Jaapia	argillacea	Bres.	5239755	no
Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Colus giganteus	Colus	giganteus	Dörfelt & Bumžaa, 1986	5445906	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia xantha	Antrodia	xantha	Ryvarden (Fr.)	9159614	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia rennyi	Postia	rennyi	Rajchenb. (Berk. & Broome)	5245401	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Ceriporiopsis guidella	Ceriporiopsis	guidella	Bernicchia & Ryvarden	2541727	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus tricholoma	Lentinus	tricholoma	Zmitr., 2010 (Mont.)	7924023	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Leptoporus mollis	Leptoporus	mollis	Quél. (Pers.)	9168484	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lignosus sacer	Lignosus	sacer	Torrend, 1920 (Afzel. ex Fr.)	8015883	no
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Macrohyporia dictyopora	Macrohyporia	dictyopora	I.Johans. & Ryvarden (Cooke)	2549390	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Asterostroma cervicolor	Asterostroma	cervicolor	Massee (Berk. & M.A.Curtis)	2552695	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius subruginosus	Lactarius	subruginosus	J.Blum ex Bon	8065446	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula redolens	Russula	redolens	Burl.	3360372	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula sardonia pseudorhodopus	Russula	sardonia	Romagn. ex Romagn.	7350284	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula tinctipes	Russula	tinctipes	J.Blum ex Bon	3359068	no
Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum striatum	Stereum	striatum	Fr. (Fr.)	2553092	no
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Paulisebacina allantoidea	Paulisebacina	allantoidea	Oberw., Garnica K.Riess & R.Kirschner, 2014 (R.Kirschner & Oberw.)	8343865	no
Fungi	Basidiomycota	Agaricomycetes	Stereopsidales	Stereopsidaceae	Stereopsis gracilistipitata	Stereopsis	gracilistipitata	Z.T.Guo, 1987	7689174	no
Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora zeylanica	Thelephora	zeylanica	Corner	3352905	no
Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Sistotremastrum suecicum	Sistotremastrum	suecicum	Litsch. ex J.Erikss.	2523232	no
Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	Tremellodendropsidaceae	Tremellodendropsis pusio	Tremellodendropsis	pusio	D.A.Crawford (Berk.)	2554002	no
Plantae	Anthocerotophyta	Anthocerotopsida	Anthocerotales	Anthocerotaceae	Folioceros dixitianus	Folioceros	dixitianus	D.C.Bharadwaj (Mahab.)	2689587	no
Plantae	Anthocerotophyta	Anthocerotopsida	Dendrocerotales	Dendrocerotaceae	Dendroceros schiffneri	Dendroceros	schiffneri	Steph.	8746145	no
