name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Otomys denti,30.965246245614,-3.75277563157895,AT,Afrotropical,"48562"
Tachyoryctes macrocephalus,39.7328255625,7.15048165625,AT,Afrotropical,"48562"
Crocidura attila,14.6462977777778,3.21185,AT,Afrotropical,"48562"
Crocidura bottegi,8.9773334,7.0926666,AT,Afrotropical,"48562"
Crocidura foxi,-4.08562340336134,10.2193729915966,AT,Afrotropical,"48562"
Crocidura macarthuri,39.568335,-0.96,AT,Afrotropical,"48562"
Crocidura telfordi,36.73278275,-7.040497375,AT,Afrotropical,"48562"
Myosorex longicaudatus,23.019161,-33.95546225,AT,Afrotropical,"48562"
Suncus lixus,32.08468,-11.4176555714286,AT,Afrotropical,"48562"
Bradypodion occidentale,17.7818012515337,-31.8241802883436,AT,Afrotropical,"48562"
Paroedura androyensis,44.3048904444444,-24.2780564444444,AT,Afrotropical,"48562"
Philochortus intermedius,44.2853788571429,9.56994114285714,AT,Afrotropical,"48562"
Trachylepis gravenhorstii,47.0501445035971,-20.4132002230216,AT,Afrotropical,"48562"
Proatheris superciliaris,28.4210664444444,0.295028666666667,AT,Afrotropical,"48562"
Kinixys natalensis,32.4714307672414,-18.3607541810345,AT,Afrotropical,"48562"
Gulella maritzburgensis,29.7048895555556,-29.3385857777778,AT,Afrotropical,"48562"
Kerkophorus phaedimus,29.271788,-31.0384867,AT,Afrotropical,"48562"
Rotylenchus unisexus,33.5767919776119,-28.0900918208955,AT,Afrotropical,"48562"
Cyathus gracilis,1.45573139534884,-0.419622488372093,AT,Afrotropical,"48562"
Entoloma decolorans,-47.1332071639344,23.8278140491803,AT,Afrotropical,"48562"
Geastrum drummondii,28.9276053333333,-4.27304333333333,AT,Afrotropical,"48562"
Lignosus sacer,31.744954875,-10.570232875,AT,Afrotropical,"48562"
Asterostroma cervicolor,17.4188567708333,20.0576921701356,AT,Afrotropical,"48562"
Wilsoniella crispidens,9.4922082,3.2642332,AT,Afrotropical,"48562"
Acrobolbus viridis,32.9572365714286,-33.9474804285714,AT,Afrotropical,"48562"
Bazzania nitida,26.7380373395833,-19.7867283520833,AT,Afrotropical,"48562"
Plagiochila angusta,45.7627652083333,-18.0772695416667,AT,Afrotropical,"48562"
Marchesinia nobilis,49.45317,-19.6785675,AT,Afrotropical,"48562"
Predaea feldmannii,-47.9987153380282,26.3380503802817,AT,Afrotropical,"48562"
Asparagus rigidus,30.5499659090909,-25.044655,AT,Afrotropical,"48562"
Dipcadi cowanii,46.8919918571429,-21.4806459285714,AT,Afrotropical,"48562"
Bulbophyllum plumosum,-35.9091011944444,-17.7648591666667,AT,Afrotropical,"48562"
Graphorkis ecalcarata,48.8984695,-19.2144896666667,AT,Afrotropical,"48562"
Commelina foliacea,37.4734491590909,-2.01225061363636,AT,Afrotropical,"48562"
Ficinia mucronata,19.1413035714286,-32.4406385714286,AT,Afrotropical,"48562"
Juncus dregeanus,51.6989526918605,-26.8138081889535,AT,Afrotropical,"48562"
Chrysochloa hindsii,4.47801536956522,9.50772884057971,AT,Afrotropical,"48562"
Nastus decaryanus,46.987361,-21.17229175,AT,Afrotropical,"48562"
Arctopus monacanthus,18.8615203453237,-33.4084715251799,AT,Afrotropical,"48562"
Polyscias wohlhauseri,48.902957875,-13.668573125,AT,Afrotropical,"48562"
Emilia discifolia,34.599980611465,-0.539601872611465,AT,Afrotropical,"48562"
Laggera alata,56.7850281944445,13.1877122037037,AT,Afrotropical,"48562"
Macledium zeyheri,29.4034672826087,-26.2557402701863,AT,Afrotropical,"48562"
Pentzia limnophila,20.99375,-20.25625,AT,Afrotropical,"48562"
Printzia huttonii,28.5347564545455,-28.2661202727273,AT,Afrotropical,"48562"
Senecio macroglossoides,30.61457825,-29.6402226,AT,Afrotropical,"48562"
Rorippa madagascariense,20.7312019622641,-5.48769594339623,AT,Afrotropical,"48562"
Sisymbrium capense,22.8057364791667,-30.89585084375,AT,Afrotropical,"48562"
Berzelia ecklonii,19.1608475454545,-34.1883380454545,AT,Afrotropical,"48562"
Buxus macrocarpa,49.4382511666667,-15.6572539166667,AT,Afrotropical,"48562"
Takhtajania perrieri,49.5511228333333,-14.8344207,AT,Afrotropical,"48562"
Delosperma velutinum,30.3008774666667,-29.964535,AT,Afrotropical,"48562"
Cyathula uncinulata,30.7878424919355,-15.0382798064516,AT,Afrotropical,"48562"
Suaeda inflata,18.7712745,-28.888196,AT,Afrotropical,"48562"
Oxygonum acetosella,15.9583333333333,-18.625,AT,Afrotropical,"48562"
Diospyros subsessilifolia,47.5226577241379,-22.2158399655172,AT,Afrotropical,"48562"
Erica amidae,18.8477793846154,-34.1710906923077,AT,Afrotropical,"48562"
Erica lignosa,22.3776944166667,-33.3903541944444,AT,Afrotropical,"48562"
Aspalathus spinosissima,19.1418348421053,-33.3842689736842,AT,Afrotropical,"48562"
Gilbertiodendron zenkeri,10.6255443793103,3.33850424137931,AT,Afrotropical,"48562"
Kotschya strigosa,33.8458645609756,-10.1729368577236,AT,Afrotropical,"48562"
Lotononis rigida,19.70566815625,-33.35365275,AT,Afrotropical,"48562"
Tephrosia humbertii,44.8590899090909,-25.2772701818182,AT,Afrotropical,"48562"
Tephrosia nana,11.5184612464387,4.00645042307692,AT,Afrotropical,"48562"
Tephrosia newtoniana,15.0948845,-13.4401561666667,AT,Afrotropical,"48562"
Polygala gomesiana,20.9422813846154,-11.0898141538462,AT,Afrotropical,"48562"
Marsdenia oblanceolata,-9.75474692857143,8.06170707142857,AT,Afrotropical,"48562"
Strychnos nigritana,1.31122010526316,7.97266820300752,AT,Afrotropical,"48562"
Morinda longiflora,0.575260221674877,4.5212598817734,AT,Afrotropical,"48562"
Psychotria humblotii,49.2388574545455,-17.7775175454545,AT,Afrotropical,"48562"
Gerrardina eylesiana,35.6087666666667,-13.528262,AT,Afrotropical,"48562"
Pyrenacantha staudtii,17.2830955934959,1.17613831707317,AT,Afrotropical,"48562"
Justicia ankaratrensis,47.0694433333333,-17.438889,AT,Afrotropical,"48562"
Justicia laxa,16.4242045884354,0.703431554421769,AT,Afrotropical,"48562"
Ajuga robusta,45.9713207142857,-17.9690825714286,AT,Afrotropical,"48562"
Polyceratocarpus pellegrinii,11.187653,-0.0191843333333333,AT,Afrotropical,"48562"
Xylopia pynaertii,9.52110212941176,0.400306435294118,AT,Afrotropical,"48562"
Euphorbia quinquecostata,37.4071393548387,-2.18270874193548,AT,Afrotropical,"48562"
Psorospermum tenuifolium,15.4221504456929,0.211596333333333,AT,Afrotropical,"48562"
Campylospermum laeve,14.5035428556701,-1.52944998969072,AT,Afrotropical,"48562"
Rinorea boinensis,45.6952381428571,-19.9285705714286,AT,Afrotropical,"48562"
Dombeya capuroniana,48.7090889333333,-15.4866427333333,AT,Afrotropical,"48562"
Dombeya longipes,47.237089,-20.41861575,AT,Afrotropical,"48562"
Melhania tulearensis,43.7409961666667,-23.550481,AT,Afrotropical,"48562"
Rhopalocarpus suarezensis,49.4006795098039,-12.5040628431373,AT,Afrotropical,"48562"
Combretum adrianii,11.6375689090909,0.666666727272727,AT,Afrotropical,"48562"
Heterotis fruticosa,9.14046533333333,4.77675233333333,AT,Afrotropical,"48562"
Habropetalum dawei,-11.6499998,7.0600002,AT,Afrotropical,"48562"
Peperomia terebinthina,49.2102776842105,-12.8807307894737,AT,Afrotropical,"48562"
Leucadendron cryptocephalum,19.915964125,-34.3293003125,AT,Afrotropical,"48562"
Sorocephalus pinifolius,19.8587932941176,-34.0213273529412,AT,Afrotropical,"48562"
Englerina ramulosa,40.6481453333333,-2.52592288888889,AT,Afrotropical,"48562"
Phragmanthera guerichii,15.5585215454545,-21.8988818181818,AT,Afrotropical,"48562"
Thesium hispidulum,18.9711420857143,-32.5907173142857,AT,Afrotropical,"48562"
Commiphora dalzielii,0.00837902702702703,5.66027027027027,AT,Afrotropical,"48562"
Macrostylis barbigera,19.0460844782609,-32.8464842608696,AT,Afrotropical,"48562"
Kalanchoe neglecta,31.7615801,-27.9207353,AT,Afrotropical,"48562"
Astripomoea malvacea,29.7498414173913,-8.54157010434783,AT,Afrotropical,"48562"
Hildebrandtia somalensis,42.4463693076923,7.95416669230769,AT,Afrotropical,"48562"
Solanum myrsinoides,49.5850388095238,-14.9698792380952,AT,Afrotropical,"48562"
Vahlia somalensis,45.055000625,4.795832875,AT,Afrotropical,"48562"
Cissus floribunda,47.9209049279279,-18.1738273963964,AT,Afrotropical,"48562"
Cissus oreophila,-0.118991810344828,4.49064967241379,AT,Afrotropical,"48562"
Ophioglossum convexum,43.5729301666667,-20.7497761666667,AT,Afrotropical,"48562"
Polystichum macleae,30.7994866545455,-25.1445625090909,AT,Afrotropical,"48562"
Oedipodrilus macbaini,-84.0337378041237,38.9475054948454,NA,Nearctic,"48565"
Piscicolaria reducta,-81.3640072352941,40.3085482352941,NA,Nearctic,"48565"
Hediste limnicola,-125.48384785,44.68875645,NA,Nearctic,"48565"
Piona interrupta,-83.9268421052632,41.7047368421053,NA,Nearctic,"48565"
Leptodiaptomus tyrrelli,-127.95362720202,58.3777388484848,NA,Nearctic,"48565"
Suphis inflatus,-82.1862671202673,29.0918292160323,NA,Nearctic,"48565"
Aquarius conformis,-78.2520923372093,40.3967119069767,NA,Nearctic,"48565"
Neogerris hesione,-88.0818316998018,33.1043082078943,NA,Nearctic,"48565"
Cambarus longirostris,-83.1008901371429,35.9490022342857,NA,Nearctic,"48565"
Faxonius maletae,-94.0570071666667,32.2156745,NA,Nearctic,"48565"
Orconectes hylas,-90.7271542916667,37.372177375,NA,Nearctic,"48565"
Caecidotea richardsonae,-84.7684445079365,35.2333168888889,NA,Nearctic,"48565"
Argulus versicolor,-70.6957803333333,54.0022133333333,NA,Nearctic,"48565"
Candona sigmoides,-101.188947368421,50.7205263157895,NA,Nearctic,"48565"
Cyprinotus carolinensis,-102.658630136986,49.1201369863014,NA,Nearctic,"48565"
Dactylocythere spinescens,-84.331001625,36.192415375,NA,Nearctic,"48565"
Catostomus cahita,-108.099509434783,28.529526173913,NA,Nearctic,"48565"
Moxostoma poecilurum,-88.2314585723577,32.227931460279,NA,Nearctic,"48565"
Campostoma pullum,-90.3580991600306,38.0820683774885,NA,Nearctic,"48565"
Dallia pectoralis,-155.28978144086,62.2917725591398,NA,Nearctic,"48565"
Typhlichthys subterraneus,-87.7938979205292,36.1023370131907,NA,Nearctic,"48565"
Ambystoma mexicanum,-76.1669656769076,27.2872475246275,NA,Nearctic,"48565"
Ichthyomyzon fossor,-82.7987425875,43.8996561575,NA,Nearctic,"48565"
Venustaconcha troostensis,-84.7746287727273,36.6858927727273,NA,Nearctic,"48565"
Bothriocephalus euryciensis,-94.6587,35.8839,NA,Nearctic,"48565"
Haplobothrium globuliforme,-88.4461335319149,42.6872359361702,NA,Nearctic,"48565"
Gyrodactylus illigatus,-87.8817,32.5222,NA,Nearctic,"48565"
Polylekithum catahoulensis,-94.3214275,30.71937875,NA,Nearctic,"48565"
Amphimerus elongatus,-92.6807976923077,46.22161,NA,Nearctic,"48565"
Diplocotyle olrikii,-49.2573594594595,68.1989564864865,NA,Nearctic,"48565"
Dendritobilharzia pulverulenta,-92.5811203684211,34.8687085263158,NA,Nearctic,"48565"
Rana pretiosa,-117.516566695677,44.9539794534089,NA,Nearctic,"48565"
Spea intermontana,-116.323340104141,40.5383114851503,NA,Nearctic,"48565"
Ambystoma opacum,-80.7627926530134,36.7267439869732,NA,Nearctic,"48565"
Batrachoseps campi,-117.979879584362,36.7868070663619,NA,Nearctic,"48565"
Desmognathus fuscus,-79.4660692523391,38.6153205990924,NA,Nearctic,"48565"
Anas rubripes,-72.7005829802533,43.4906993071022,NA,Nearctic,"48565"
Aythya americana,-95.7460562599317,43.0750250057536,NA,Nearctic,"48565"
Aythya valisineria,-100.686651900101,44.16735420335,NA,Nearctic,"48565"
Cygnus buccinator,-96.2812143745621,45.759549674872,NA,Nearctic,"48565"
Cygnus columbianus,-40.9560905485737,49.2197336340301,NA,Nearctic,"48565"
Limnodromus griseus,-84.6910585057748,36.4394048683509,NA,Nearctic,"48565"
Megaceryle alcyon,-88.6392767741582,34.2931909802831,NA,Nearctic,"48565"
Aechmophorus clarkii,-117.047501953182,37.3575803071614,NA,Nearctic,"48565"
Aechmophorus occidentalis,-115.864253494362,43.0961166990522,NA,Nearctic,"48565"
Podiceps auritus,-39.3817875514203,52.5747932377591,NA,Nearctic,"48565"
Podilymbus podiceps,-87.8051900286732,25.7700848613526,NA,Nearctic,"48565"
Graptemys oculifera,-90.3402243906303,31.0335081470286,NA,Nearctic,"48565"
Graptemys ouachitensis,-84.7965871866106,37.5958045341031,NA,Nearctic,"48565"
Pseudemys alabamensis,-87.9779598229167,30.73212465625,NA,Nearctic,"48565"
Iris flexicaulis,-94.9070438333333,31,NA,Nearctic,"48565"
Aspidosiphon gosnoldi,-79.1316951888889,29.9559538611111,NA,Nearctic,"48565"
Schistomeringos annulata,-113.061443879808,30.9336246826923,NA,Nearctic,"48565"
Eunoe oerstedi,-39.6037460909091,62.1525823280632,NA,Nearctic,"48565"
Phascolopsis gouldii,-68.4457418545455,39.4554095272727,NA,Nearctic,"48565"
Lightiella floridana,-81.9410492222222,26.3342436666667,NA,Nearctic,"48565"
Ellucana secunda,-76.2717,34.4367,NA,Nearctic,"48565"
Cyclopina gracilis,-139.002616555556,63.5333898888889,NA,Nearctic,"48565"
Paranannopus atlanticus,-75.3016666666667,34.1727666666667,NA,Nearctic,"48565"
Lepeophtheirus hospitalis,-132.955826333333,47.4460634444444,NA,Nearctic,"48565"
Naobranchia occidentalis,-127.213293666667,47.9424889047619,NA,Nearctic,"48565"
Dissodactylus mellitae,-79.1020679701493,30.6816217761194,NA,Nearctic,"48565"
Natatolana carlenae,-111.126603190476,27.6801603809524,NA,Nearctic,"48565"
Limnocythere ornata,-77.0977586206897,44.1072413793104,NA,Nearctic,"48565"
Menidia peninsulae,-96.5026530878568,27.957153765848,NA,Nearctic,"48565"
Lythrypnus zebra,-116.383636908629,30.4458486091371,NA,Nearctic,"48565"
Micropogonias megalops,-114.069192258979,30.7106066465028,NA,Nearctic,"48565"
Icelinus filamentosus,-126.560316846609,48.7434887685684,NA,Nearctic,"48565"
Liparis bathyarcticus,-105.088943305085,63.9104279915254,NA,Nearctic,"48565"
Balaenoptera acutorostrata,-133.657705100546,26.1361417077757,NA,Nearctic,"48565"
Eschrichtius robustus,-123.936175076832,38.6153031155939,NA,Nearctic,"48565"
Monodon monoceros,-64.7279638842658,68.237076076546,NA,Nearctic,"48565"
Phocoena sinus,-114.484993895824,31.2901886555037,NA,Nearctic,"48565"
Trichechus manatus,-81.0925272518261,26.8288924408543,NA,Nearctic,"48565"
Eptatretus fritzi,-117.876450764706,28.9681392352941,NA,Nearctic,"48565"
Paramuricea grandis,-64.5284276016949,38.8943761186441,NA,Nearctic,"48565"
Errinopora pourtalesii,-124.897046882353,39.8395774117647,NA,Nearctic,"48565"
Lepidopora biserialis,-81.36568,24.3558533333333,NA,Nearctic,"48565"
Drymonema larsoni,-82.7890801818182,26.5588522,NA,Nearctic,"48565"
Freyella microplax,-128.216995058824,42.2199912352941,NA,Nearctic,"48565"
Xyloplax janetae,-126.7094,42.7542,NA,Nearctic,"48565"
Lovenia cordiformis,-112.144432819876,27.2918990621118,NA,Nearctic,"48565"
Jorgenia louisiana,-91.13164175,26.52313325,NA,Nearctic,"48565"
Clencharia abyssicola,-114.375073461538,30.7673114230769,NA,Nearctic,"48565"
Nutricola confusa,-120.264475421053,35.8155298947368,NA,Nearctic,"48565"
Octopus bimaculoides,-117.505083759369,32.7387947712032,NA,Nearctic,"48565"
Suavodrillia kennicotti,-110.315875,56.217675,NA,Nearctic,"48565"
Fasciolaria bullisi,-84.6963303636364,27.5872970909091,NA,Nearctic,"48565"
Calliostoma benedicti,-82.7339143333333,28.9126498888889,NA,Nearctic,"48565"
Skenea diaphana,-67.0875,40.2806,NA,Nearctic,"48565"
Diplophallus polymorphus,-94.716599,26.157788,NA,Nearctic,"48565"
Cotylogaster dinosoides,-93.01015,28.22955,NA,Nearctic,"48565"
Stichocotyle nephropis,-69.4656,41.917458,NA,Nearctic,"48565"
Halicryptus higginsi,-156.67,71.33,NA,Nearctic,"48565"
Bonnemaisonia geniculata,-124.56874297619,40.6661884285714,NA,Nearctic,"48565"
Hildenbrandia occidentalis,-120.072749092857,45.9710467142857,NA,Nearctic,"48565"
Brachyramphus marmoratus,-128.095375873987,49.9837969713599,NA,Nearctic,"48565"
Xema sabini,-102.29688261438,46.8787969790853,NA,Nearctic,"48565"
Pterodroma ultima,-125.936464950727,31.8800867240732,NA,Nearctic,"48565"
Urile penicillatus,-120.76548205077,37.7680374323026,NA,Nearctic,"48565"
Ursus maritimus,-101.750572576589,69.2207451883573,NA,Nearctic,"48565"
Lepidochelys kempii,-83.8715290453051,31.1660528835922,NA,Nearctic,"48565"
Pseudogymnophallus alcae,-156.798654243902,60.7794645365854,NA,Nearctic,"48565"
Agelenopsis emertoni,-84.3162734166667,40.2420011666667,NA,Nearctic,"48565"
Araneus tuscarora,-79.256006,35.750379,NA,Nearctic,"48565"
Ceratinops sylvaticus,-102.204749916667,36.6719249166667,NA,Nearctic,"48565"
Neon pixii,-110.168390666667,35.9172488888889,NA,Nearctic,"48565"
Xysticus cochise,-109.113385,31.968339,NA,Nearctic,"48565"
Asca aphidioides,-69.560197899384,39.6242991232033,NA,Nearctic,"48565"
Proprioseiopsis okanagensis,-43.1282847692308,47.7511322307692,NA,Nearctic,"48565"
Acuclavella leonardi,-122.235247368421,46.376952631579,NA,Nearctic,"48565"
Brevipalpus sayedi,-88.75375,32.21375,NA,Nearctic,"48565"
Tetranychus polys,-117.367236516129,34.5688111612903,NA,Nearctic,"48565"
Haplochelifer philipi,-108.426266444444,38.6730284444444,NA,Nearctic,"48565"
Parachelifer persimilis,-106.388669538462,38.0226159230769,NA,Nearctic,"48565"
Phauloppia boletorum,-110.555077085271,52.6278705736434,NA,Nearctic,"48565"
Serradigitus wupatkiensis,-112.318987676471,38.2376362058824,NA,Nearctic,"48565"
Eremochelis imperialis,-115.81652875,36.876522125,NA,Nearctic,"48565"
Geophilus alaskanus,-134.967727,56.6008094,NA,Nearctic,"48565"
Brachoria hendrixsoni,-82.5694857272727,36.2310795272727,NA,Nearctic,"48565"
Brachoria laminata,-81.6626533333333,37.19721,NA,Nearctic,"48565"
Parcipromus gigantoarboricolus,-118.787645076923,36.5749717692308,NA,Nearctic,"48565"
Hypogastrura perplexa,-84.1658074545455,39.6917430909091,NA,Nearctic,"48565"
Isotomurus stuxbergi,-34.729454627907,58.9007019612403,NA,Nearctic,"48565"
Arenivaga floridensis,-81.5158541052632,27.9133134210526,NA,Nearctic,"48565"
Cariblatta minima,-86.3802284166667,26.6437244166667,NA,Nearctic,"48565"
Oscarinus bottimeri,-100.189452588545,30.101271424291,NA,Nearctic,"48565"
Agrilus chiricahuae,-110.021924673318,32.158793942613,NA,Nearctic,"48565"
Chlaenius variabilipes,-119.172530666892,36.0075264909391,NA,Nearctic,"48565"
Clivina punctigera,-91.3971364628741,33.580924744882,NA,Nearctic,"48565"
Stenomorphus convexior,-108.490106831094,28.5639895545756,NA,Nearctic,"48565"
Trichotichnus dichrous,-85.6290728996699,37.2805301667005,NA,Nearctic,"48565"
Cotinis nitida,-84.3423285265685,36.6881080055854,NA,Nearctic,"48565"
Microrhopala rileyi,-93.799845598538,35.7272825288135,NA,Nearctic,"48565"
Margarinotus cognatus,-77.2933164444444,40.0358542592593,NA,Nearctic,"48565"
Scopaeus opacus,-82.4611,29.2274,NA,Nearctic,"48565"
Silusa californica,-132.084222049751,55.880883040796,NA,Nearctic,"48565"
Corticeus tenuis,-94.9535677619048,41.3058118571429,NA,Nearctic,"48565"
Helops politus,-102.358051990227,36.5685669633797,NA,Nearctic,"48565"
Hymenorus thoracicus,-114.876660958333,33.3189030833333,NA,Nearctic,"48565"
Glyptotrox foveicollis,-93.5026223465236,34.3184780514938,NA,Nearctic,"48565"
Marava pulchella,-83.4973718590004,28.8080451169123,NA,Nearctic,"48565"
Cyrtopogon evidens,-119.731410392857,38.2854832142857,NA,Nearctic,"48565"
Caryomyia antennata,-84.369525375,39.9565115,NA,Nearctic,"48565"
Peromyia cornuta,-53.0329970188679,47.6444998301887,NA,Nearctic,"48565"
Halocladius variabilis,-55.7174435070694,51.8240711188946,NA,Nearctic,"48565"
Rhopalopterum umbrosum,-72.10245948,46.3918057822222,NA,Nearctic,"48565"
Sympycnus frontalis,-84.36541825,40.00051775,NA,Nearctic,"48565"
Maruina lanceolata,-113.072812338983,36.2135965932203,NA,Nearctic,"48565"
Tetanocera valida,-77.5147129213483,46.3817785140449,NA,Nearctic,"48565"
Chrysotoxum perplexum,-71.4907960232558,47.3713453255814,NA,Nearctic,"48565"
Neoascia sphaerophoria,-82.5281111111111,55.6192222222222,NA,Nearctic,"48565"
Tipula youngi,-139.476589058824,58.6624742352941,NA,Nearctic,"48565"
Caenis latipennis,-88.3489364282561,41.0314477152318,NA,Nearctic,"48565"
Eurylophella doris,-78.9279225172414,37.1333036724138,NA,Nearctic,"48565"
Paraleptophlebia temporalis,-121.4920053125,43.365529625,NA,Nearctic,"48565"
